resume_text,true_label,predicted_label
carrier assistant professional result oriented service driven psychology professional analytic problem solver capable insightful decision making skilled troubleshooter able synthesize disparate piece data draw meaningful conclusion execute concise implementation plan astute project manager also function efficient team leader also operate team player demonstrating common sense working effectively highly pressurized workplace setting filled shifting priority tight time frame influential consensus builder possessing finely honed interpersonal ability proven record exhibiting personal integrity organizational level skill highlight microsoft office suite word powerpoint outlook excel spss research data public relation crisis management relationship building project management customer service quality consciousness attention detail professional september number current carrier assistant established long term customer relationship prompt courteous service operated motor vehicle safe efficient manner met surpassed productivity target quality standard obtained signature needed complete process paperwork timely manner handled merchandise accordance product handling standard loaded unloaded merchandise store vendor location january number current event ambassador developed professional sustainable relationship adult youth client promoted event scheduled timeframe attended client event assisted setup cleanup presentation remained engaged client event attendee assist question concern applied counseling crisis management protective service needed october number december number stock clerk selected product specific route according pick sheet unloaded picked staged loaded product shipping transported good rack shelf vehicle worked rapid pace meet tight deadline may number august number sale assistant cashier enforced company policy demonstrated integrity facilitating cash credit transaction ensuring smooth daily operation generated sale revenue engaging customer sale floor demonstrating knowledge store discount promotional program positively contributing company profitability good replenished floor stock processed shipment ensure product availability customer may number august number stock clerk displayed advertising sign visuals merchandise attract customer promote sale stocked shelf merchandise inventoried item reordered replenished answered customer question merchandise advised merchandise selection safely operated manual electric pallet jack praised management fast efficient worker requiring little supervision broke heavy pallet load case box bag may number august number cashier host greeted seated guest timely manner provided assistance server accurately operated cash register po transaction cash credit maintained awareness promotion advertisement practiced suggestive selling accurately recorded order partnered team member serve food beverage exceeded guest expectation cleaned maintained beverage area display case equipment order transaction area training may number morgan university usa psychology bachelor science psychology number hillside high school diploma high school diploma interest morgan varsity football defensive end de fall number agape family worship center member volunteer spring number present active directory advertisement advertising cash register hardware counseling credit crisis management client client customer service information system merchandising excel microsoft office suite outlook powerpoint word networking po presentation project management psychology public relation quality relationship building research retail selling sale server spss statistic affiliation achievement mae p claytor conference research conference number morgan varsity football defensive end de fall number spring number agape family worship center member volunteer spring number present,PUBLIC-RELATIONS,SALES
corporate engineering support technician technical support engineer technical support telecom support networking support software pc lan troubleshooting accomplished technical support number year troubleshooting maintaining user application workstation account across multiple platform o x linux window android io updated written user facing facing technical provides outstanding customer service strong ability communicate technical concept non technical manner known patience dealing frustrated user highlight installing configuring troubleshooting window linux o x installing configuring troubleshooting soho network creating updating documentation software installation configuring troubleshooting implementing configuring network end user security mobile device support printer support cli knowledge voip video chat support critical thinking root cause analysis encryption file structure network protocol aaa security model account group policy browser support technology proficiency operating system window number number ubuntu number number o x number number number number chromeos io android application m office number number word excel powerpoint outlook google apps drive doc sheet slide keep form site google drive sync client internet explorer firefox chrome safari edge openvpn wireshark sublime text msra microsoft rdp openssh puppet sccm number io mdm networking tcp ip dns dhcp lan wan vpn remote connectivity openvpn basic cisco io microsoft virtual pc hyper v teamviewer terminal service netgear linksys firewall port routing switching ospf bgp vlan stp strong desire learn hardware dell hp ibm lenovo apple microsoft desktop laptop android smartphones table wearable iphones ipads printer router switch modem wireless router video conferencing equipment tv projector microphone speaker security basic knowledge ipsec ssl vpn nat gre authentication protocol radius tacacs strong desire learn corporate engineering support technician number number current remote support number number employment supported wide variety platform including window o x linux ubuntu number number lts chromeos installed uninstalled configured troubleshot end user software e solidworks cad msi exe installers dpkg binary dmg binary system management software sccm puppet managed user account access active directory google group based google security policy change reset lock user account user name change setup account email alias google google x nest collaborate infrastructure team linux winops secops netops resolve difficult issue infrastructure outage help desk support analyst ii number number number number provided remote call center support number new york life insurance agent advised agent recommended specification computer equipment based agent need installed new york life software along winmagic securedoc window encryption reset agent port password access owa installed troubleshot end user software microsoft office number number including outlook implemented security window firewall antivirus software browser hardening troubleshot end user issue window malware software update account creation worked new york life software team adapt modern standard digitally download instead cd rom distribution via mail service software update contributed revamping new employee trained streaming information needed learn function pushed new york life standardize computer hardware version window agent buying handle modern software using pluralsight com taught basic help desk support comptia number number training course learned must knowledge network concept troubleshooting comptia network n course building learning basic general computer networking troubleshooting learned concept security comptia security sy number course cbtnuggets com certification using cbtnuggets com continued build system administration skill comptia linux lpic number course built microsoft window server mcsa number number number course updated prior knowledge comptia network n security sy number continuing networking taking course cisco ccna also moving forward security taking ec council certified ethical hacker v number course understand system management better learning bash scripting python active directory antivirus apple bash basic bgp cad call center ccna cd rom cli cisco io cisco com hardware computer hardware council critical thinking encryption client dell dhcp documentation dns edge email firewall form help desk support hp ibm insurance internet explorer,ENGINEERING,INFORMATION-TECHNOLOGY
medical billing specialist skill highlight microsoft office product word excel access powerpoint type number word per minute face face customer service interaction communication external client via email conference calling create maintain detailed record given project task mailroom machine envelope cutter fax copier scanner reading medical document insurance form eobs procedure note etc strong medical coding icd number cpt hcpcs ii medical terminology intermediate icd number coding professional july number december number medical billing specialist run daily report charge ready post claim able understand cpt hcpcs ii icd number icd number diagnosis code code cpt code specialized billing e charge medicare patient add appropriate modifier needed requested contact facility site submit charge correct rvu order following ncci guideline work contact site ensure charge claim submitted cleanly via internal external email weekly conference call inform site contact charge nearing timely filing limit use primesuite software charge entry work insurance ar rep resolve denial issue submitted claim knowledge billing per insurance type e commercial federal private insurance site multi specialty multi practice operation roughly number number provider charge submitted range retail clinic hospital procedure surgery assigned additional diagnosis code based specific clinical finding laboratory radiology pathology report well clinical study support existing diagnosis examined diagnosis code accuracy completeness specificity appropriateness according service rendered provided administrative support multiple physician coded outpatient encounter rate number per day number complex specialty coding accurately entered procedure code diagnosis code patient information billing software consistently ensured proper coding sequencing diagnosis procedure quickly responded staff client inquiry regarding cpt code demonstrated knowledge hipaa privacy security regulation appropriately handling patient information added modifier appropriate coded narrative diagnosis verified diagnosis evaluated accuracy provider charge including date service procedure level care location diagnosis patient identification provider signature communicated medical transcriptionists regarding patient medical record posted charge payment adjustment performed quality control data entry system verify claim payment posted correctly january number march number imaging specialist processed payment medical office collection agency utility company sorted counted much mail client received live payment correspondence prepared live check payment processing ensuring information legible scanned check system ensured quality batch submitting payment processing scanned correspondence client ensuring document legible prepared mailed rejected payment return mail client every afternoon maintained log total client mail incoming outgoing monthly billing purpose september number january number cashier handled customer transaction sale handling counting large amount cash offered product insurance customer applicable ask offered customer reward card customer may number november number cashier handled customer transaction sale return answered telephone routed call correct department handling counting large amount cash offered product insurance customer applicable asked offered customer reward card customer directed customer correct department refilled ink cartridge customer called customer order arrived store maintained cleanliness organization store front end april number august number cashier handled customer transaction sale return greeted customer entered store answered handled telephone inquiry handling large amount cash counting content cash register end shift suggested product customer according content order maintained cleanliness organization store front end maintained cleanliness organization store shelf overstock organizing return floor associate could restock return according department training may number northgate high school high school diploma columbus university presently attending west georgia technical healthcare information technology management associate computer networking associate carrollton georgia ar ask billing cash register computer networking cpt client client customer service diagnosis email fax filing form icd number icd number information technology ink insurance note medical coding medical terminology access excel mail microsoft office product powerpoint window number word multi tasking organizing payment processing copier coding quality quick learner reading retail sale scanner supervision telephone telephone type,ARTS,HEALTHCARE
community relation advocate supervisor afforded opportunity apply advanced administrative problem solving organizational sale ability towards achieving continuous improved business performance growing stable organization professional accomplishment attribute developed implemented st philip college truck driving program successfully implemented introductory class prospective adoptive parent increased applicant number balanced dave thomas foundation ujima budget adhered reporting criterion increasing option future grant application lead fundraising local school church local non profit organization possess strong interpersonal relation written verbal communication interacts easily people diverse background culture socio economic background exceptional organizational time management ability work well within team manages multiple task identify resolve issue proficient microsoft office word excel powerpoint outlook internet number number current community relation advocate supervisor cultivated relationship community contact location sponsor property manager property owner non profit organization initiated beneficial partnership local municipality non profit organization support company growth organization houston solid waste management department santa fe coordinated marketing team various event researching generating referral number number number number program director implementation marketing plan including product positioning campaign strategy market strategy insight utilized strong communication public relation existing potential client organized executed recruitment prospective student various training program managed aspect enrollment process including interviewing advising tour orientation processing paperwork counseled enrolled student career option opportunity cultivated relationship community contact location sponsor property manager property owner non profit organization administered department operation duty including training database maintenance customer service generated accurate weekly report client status followed timely manner acknowledged consistently meeting trial date deadline supervised team number number team member adhere privacy act health insurance portability accountability act hipaa requirement relates confidentiality information released created executed recruiting campaign prospective adoptive parent developed partnership support organizational growth board director prospective adoptive parent government local agency business owner church non profit organization determined eligibility oversaw tracked application process responded various inquires acted advocate prospective adoptive parent encountered difficulty number number number number case manager served liaison sponsoring school st philip college international truck driving program implemented program procedure interviewing process organized operation spearheaded recruitment prospective student potential employer identified contact resource student supportive service tuition assistance placement etc number number number number recruiter case manager recruiting interviewing determining eligibility economically disadvantaged youth summer work program partnered local nonprofit organization county agency youth market employment opportunity documented case management service accordance jtpa requirement university houston clear lake u bachelor interdisciplinary bachelor interdisciplinary study ec number generalist w ec number special university houston clear lake houston tx progress anticipated completion spring number activity community involvement volunteer local food distribution bank volunteer greater arc houston assistant coordinator san antonio annual juneteenth celebration dinner member council exceptional child certification hipaa professional affiliation balanced dave thomas foundation ujima budget adhered reporting criterion increasing option future grant application marketing client product positioning public relation interviewing recruiting community relation operation case management recruiter recruitment training solid waste solid waste management waste management liaison customer service database hipaa maintenance receptionist retail sale training program budget truck driving food distribution progress san storage area network,ADVOCATE,PUBLIC-RELATIONS
finance manager highly organized detail focused accounting technician exceptional track record accurately handling financial reporting deadline oriented environment skilled recording transaction posting debit credit reconciling account ensuring accuracy completeness data expertise developing delivering monthly quarterly annual financial statement within tight deadline proficiency managing account payable account receivable generating invoice monthly statement client proven ability identify implement improvement streamline process increase efficiency productivity highlight microsoft word microsoft excel financial edge quickbooks able learn proprietary system application quickly easily skill proficiency quarterly report account payable receivable budget preparation process improvement financial statement reconciliation finance manager november number october number prepare schedule consolidate information annual budget planning prepare financial statement budget actual comparison using financial edge compiles prepares ongoing cash flow forecasting need analysis prepare item schedule annual compliance financial audit prepares account bank reconciliation obtain bid proposal applicable capital equipment fixed asset service maintain fixed asset file manage credit card assignment limit prepare manage description orientation departure paper process background check staff board member maintain personnel file employee act liaison payroll service process bi weekly payroll maintain paid time record accounting technician october number july number performed double entry accrual accounting work order maintain combination journal ledger examined verified analyzed variety document including purchase order voucher payroll property record determined mathematical correctness validity clerical accuracy document resolved disagreement contacting vendor prepared document supporting backup coded document posted appropriate ledger journal maintained record track expenditure number building project ensure budget exceeded verified accuracy number general ledger account month produced reviewed financial report excelled within fast paced environment continually taking increased level responsibility owner bookkeeper january number july number provided full charge bookkeeping service small business owner managed financial transaction posted debit credit produced financial statement recorded transaction strict attention detail managed account payable account receivables journal entry number form tax preparation reconciled balanced account generated monthly statement invoice customer prepared financial summary using microsoft excel detailing company financial status generated bank deposit verified balanced receipt researched resolved billing collection dispute served liaison certified public accountant assisted client administrative duty provided notary service office manager april number december number established maintained filing system procured office equipment supply served liaison subcontractor vendor attorney accountant government agency maintained excellent customer relation develop customer rapport diplomatically resolved customer complaint managed project file track expenditure projected completion using microsoft project prepared bid construction project maintained account payable account receivables reconciled bank statement ledger account created financial report using quickbooks bachelor degree business administration number university central oklahoma business administration accounting account payable account receivables account payable accrual administrative duty backup bank reconciliation billing bookkeeping budget planning budget preparation budget bi cash flow clerical credit client customer relation double entry edge fast filing financial financial audit financial report financial statement prepare financial statement fixed asset forecasting form general ledger account government ledger microsoft excel microsoft project microsoft word need analysis office equipment payable payroll personnel process improvement proposal quickbooks rapport tax preparation,FINANCE,ACCOUNTANT
intervention specialist teacher math language art gain resource room teacher howell township public school qualification demonstrated ability design developmentally appropriate lesson activity allowing integration learning style highly educated differentiated classroom determined maximize educational achievement student trained developmental reading assessment common core standard standard solution wonder anti bullying hard working organized knowledge respect student parental right professional leadership management excellent technology word powerpoint smart notebook achieve dedicated continuous professional development intervention specialist teacher math language art october number may number identified student substantial academic difficulty evaluation using developmental reading assessment consultation staff member referred student developed differentiated lesson plan selected appropriate instructional material reach individualized student goal developed implemented creative lesson clear objective linked common core incorporated differentiated instruction attended gained knowledge numerous service improved overall lexiles test score facilitated group lesson dependent student reading level determined running record assessment evaluated student growth progress monitoring formal informal assessment instructed student accordance schedule previously devised enhanced lesson using smart board technology computer assessed regular basis objective student set led basic class number number student time number conducted small group individual classroom activity student based differentiated learning need nd grade replacement teacher january number august number implemented positive behavior management using color system developed clear objective student parent lesson activity designed differentiated common core lesson plan activity meet need learner enhanced lesson using smartboard technology pad computer lab assessed student growth informal formal assessment developed lesson accordance student reading level determined quarterly running record testing maintained positive collaboration communication parent weekly newsletter weekly student progress update email conference attended service staff meeting maintaining strong relationship fellow staff administrator student teacher grade number inclusive classroom september number december number established communicated clear objective lesson unit project student parent enhanced lesson using smart board technology computer promoted language development reading storytelling encouraged student understanding others conducted small group individual classroom activity student based differentiated learning need certification endorements bachelor art psychology december number georgian court university gpa cum laude coursework psychology sociology coursework intercultural group communication coursework educational psychology nj teacher certification elementary k number number georgian court university emphasis child development coursework professional development reading reading training technology classroom honor cum laude dean scholar gpa number number endorsement teacher student disability number georgian court university coursework assessment instruction student disability child early adolescent development inclusive associate art number brookdale community college associate applied science fashion merchandising number brookdale community college nicole harrison peter number number number,ARTS,TEACHER
substitute teacher health administration hospital operation public service major intelligent enthusiastic young professional progressive career healthcare administration looking outstanding opportunity working various industry capable applying distinct strategy achieve professional goal motivated organized attention detail administrative support understanding healthcare policy patient scheduling billing knowledgeable hippa law record keeping highlight highly proficient microsoft program word excel powerpoint outlook great attention detail effective verbal listening written communication problem solving motivated passionate organized able manage complete multiple task duty well practiced administrative support working customer service number year team oriented developed career athlete collegiate athlete substitute teacher number number current moving fort lauderdale fl decided continue broward county substitute teacher number number number number school district administration number public school escambia county florida grade k number full time substitute teacher child age number number promoting encouraging classroom environment recognized bringing dedication passion role helped enhance learning student practiced superior communication received consistent positive feedback key achievement repeatedly asked return blue angel elementary pensacola principle appreciated reliable dependable trustworthy veterinary technician receptionist number number number number extensive veterinary hospital number veterinarian providing treatment care animal within escambia santa rosa baldwin county gathered excellent insight exceptional customer service practice assisted doctor diagnosis communicated clearly pet owner order determine best approach animal health care need helped reception front desk responsibility including scheduling appointment billing checkin answering phone call key achievement working well structured environment dealing crucial situation helped prepare handle stressful high pressure work environment calmness confidence better developed organization attention detail multi tasking sale associate number number number number clothing retail chain store united state number store across country managed merchandise inventory bridged gap designer consumer first rate knowledge timely fashion built conscientious successful merchandising technique key achievement received award outstanding customer service benevolent attitude towards fellow associate lead store sale well customer feedback bachelor applied science healthcare administration present pensacola college healthcare administration receiving associate art wanted pursue career health administration emphasis operation hospital reached pivotal point inmy fully take class online allow time gain professional healthcare industry healthcare facility help achieve goal positive influence healthcare community associate art general number gulf coast college general personal information buddy assisting special need kid playing athletic sport professional reference available upon request administrative support scheduling appointment approach art attention detail billing communication customer service dependable diagnosis inventory listening merchandising microsoft excel outlook powerpoint word multi tasking providing treatment problem solving receiving reception retail sale structured teacher phone written communication additional information affiliation volunteer miracle league pensacola fl buddy assisting special need kid playing athletic sport professional reference available upon request,TEACHER,ARTS
express script mature retail sale consultant thrives fast paced environment enjoys working part team achieve sale goal accomplishment fulfilled supervisory duty store manager vacation named employee month received numerous exceeds expectation rating performance review met monthly sale goal numerous month supervised team three staff member express script september number current exercise sound judgment issuing credit making exception customer policy maintain high level customer satisfaction fielded average number customer service call per day managed wide variety customer service administrative task resolve customer issue quickly efficiently prime communication authorized retailer january number september number created strategy develop expand existing customer sale resulted number increase monthly sale initiated daily store count order acquired proper product maintained knowledge current promotion policy regarding payment exchange security practice radio shack november number january number operated cash register process cash check credit card transaction computed sale price total purchase processed payment described merchandise explain operation merchandise customer replenished floor stock processed shipment ensure product availability customer facilitated monthly quarterly physical inventory count administered point sale opening closing procedure opened closed store including counting cash opening closing cash register creating staff assignment worked team member provide highest level service customer maintained friendly professional customer interaction high school diploma business computer camden county high school administrative cash handling excellent communication interpersonal detail oriented merchandising self motivated number wpm,ADVOCATE,SALES
engineering intern contribute development organization achieve growth professional career path training bachelor science civil engineering number san diego university professional project manager bootcamp number pmp institute nitc plumbing pipe fitting journeyman license number local number plumbing apprenticeship hall associate science airframe power plant number vincennes university purdue university atc engineering intern number number current performs complex engineering design preparation preliminary final engineering plan aid creating specification cost estimate construction improvement storm drain street sanitary sewer related structure preforms engineering calculation hydrology hydraulic structure land survey highway street alignment prepares legal description grant deed easement street right way participated right way negotiation acquisition investigated checked tentative final subdivision map accuracy design completeness conformance local sub division ordinance subdivision map act help design coordinate construction improvement project reviewed improvement grading plan composition accuracy provided written oral information public contractor developer engineer related issue attends meeting made presentation various committee commission professional community group wrote council agenda statement report correspondence required conducted study related planning public work facility preload supervisor number number number number managed department resource ensure maximum output accuracy efficiency time total number worker directed daily trans load activity support account objective level service cost management customer expectation volume requirement established promoted positive team oriented work environment emphasizing employee involvement pro active communication inter departmental cooperation continual improvement level implemented employee personal development plan required ensure continuing professional growth department personnel maintained responsiblity ensure employee adhere safety policy procedure time operating full compliance department station corporate osha wisha requirement journeyman plumber pipefitter commercial number number number number installed proper plumbing pipefitting installation center project largest privately funded job american history costing total number number billion dollar number number number sq ft mixed use complex number acre constructed various type pipe joint high low pressure system including threading brazing soldering welding lead wiping joint mandarin tower luxury number star hotel total number floor number room cut fit fabricated assembled wide variety article material device including steel copper brass glass plastic cast iron corrosion resistant pipe tile concrete type piping providing safety first mentality working aria resort casino number number room mega resort stand total number ft tall installed fitting boiler hanger anchor fixture guide veer tower twin number story number foot residential tower house number luxury condominium veer tower lean number degree center opposite direction make engineering accomplishment journeyman plumber pipe fitter number number number number preformed proper installation plumbing pipefitting installation blue green club number time share located west side la vega strip number floor low rise number number million total cost knowledge underground sewer line draining system phrase new construction many small business greater la vega area constructed various type pipe joint high low pressure system including threading brazing soldering welding lead wiping joint many la vega school cut fit fabricated assembled wide variety article material device including steel copper brass glass plastic cast iron corrosion resistant pipe tile concrete makeup installed fitting boiler hanger anchor fixture guide knowledge underground trim work installation fixture passed nevada licensure plumbing pipefitting helper plumber number number number number aided installation underground nd rough finish trim direction journeyman level plumber ability soldered brazed copper piping installation cast iron pvc cpvc stainless steel iron gas pipe galvanized pipe proficient microsoft word excel spreadsheet ability type excess number wpm minimal error working knowledge autocad number rendering micro station med gas certified knowledgable osha number,ENGINEERING,CONSTRUCTION
consultant accounting regulatory banking operation highlight microsoft office lotus note quickbooks acbs bcs otg ap recon fm g l system reval evaluation hedged funding bloomberg accomplishment awarded certificate recognition year number helped lifting agreement federal reserve bank new york also awarded certificate appreciation year number consultant number number number number working consultant engaged transworld inc insurance brokerage accounting service company preparation tax return customer handling audit matter internal revenue service ny tax authority preparation sale tax monthly quarterly yearly tax return client preparation account report financial statement client provide accounting service customer accountant accounting officer number number number number new york branch bank hapoalim represents banking reviewed bank general ledger pas necessary entry correct g l main purpose review g l make ensure bank book accurate reconciled sub system process month end quarterly yearly closing post journal entry general ledger system prepared month end accrual closing adjusting entry processed prepared sale use tax return commercial rent tax preparation call report process tax payment irs tax form number tax form number number prepared annual return tax form assist special project directed controller cfo supervise bank reconciliation account payable process supervise ensure accuracy prepaid fixed asset record comply fixed asset policy balance sheet reconciliation custody reconciliation ensure general ledger booking line bank accounting policy principle gaap standard abides regulatory law obtain security price prepare monthly fa valuation worksheet accounting entry performed accounting prepare monthly report two bank subsidiary using quickbooks preparation amortization premium discount reconciliation callable cd prepared aging analysis suspense item report various financial report management asset swap accounting government bond security security available sale trading non trading security prepared written accounting policy procedure maintenance chart account adding modifying open new g l account processed payment expenditure vendor employee expense contractor federal government tax payment number number number number preparation regulatory report e fr number fr bl number bc bq bl sa bc sa ffiec number call report using dpsc software inc package preparation monthly financial statement various financial report head office also statistical report quarterly report department commerce prepared month end closing prepared developed compliance procedure compliance manual detail task checklist use comply bsa frb regulation u sanction order satisfy compliance requirement branch evaluation existing accounting procedure implemented change order simplify accounting procedure prepared presented monthly variance analysis report management prepared monthly quarterly written report regarding bsa ofac u sanction frb regulation compliance preparation sale tax commercial rent tax handling ny banking frb examiner b accounting number york college university new york accounting number credit completed major subject advance accounting auditing business finance business law taxation b accounting number universit sind hyderabad pakistan accounting major subject accounting auditing business law statistic economics economics statistic business finance number universit sind hyderabad pakistan economics economics statistic business finance work history accounting account payable accrual ap auditing balance sheet bank reconciliation banking bc bloomberg bond business law closing consultant controller client management finance financial report financial statement fixed asset focus form general ledger government insurance lotus note microsoft office office month end closing policy quickbooks retail sale security swap tax tax tax return valuation monthly variance analysis written,CONSULTANT,ACCOUNTANT
safety intern area expertise occupational safety microsoft word excel power point e tool professional number number number number safety intern walkthroughs plant make sure proper personal protective equipment worn employee transition material safety data sheet safety data sheet implement ghs label chemical charge safety new hire orientation safety audit cost benefit analysis new warning light one building number number number number security guard directing traffic entering exiting complex providing direction patron answering question providing assistance needed number number number number customer service associate providing quality service customer cashiering replenishing merchandise straitening aisle closing december number bachelor science occupational safety environmental health applied engineering emergency management millersville university pennsylvania occupational safety environmental health applied engineering emergency management affiliation american society safety engineer february number cashiering closing directing direction excel power point microsoft word quality safety,AGRICULTURE,ENGINEERING
social medium analyst professional positive upbeat customer service specialist bringing number year customer facing fast paced setting highly adaptable addressing diverse customer need proven history building trust customer promote satisfaction resolve concern maintain long term loyalty social medium platform complaint resolution creative problem solving medical terminology knowledge account management computer proficient good listening customer relationship management sale proficiency knowledge credit dispute career planning closing technique spanish translation interviewing selling record keeping reporting work history social medium analyst number number current assist community help resolve inquiry accurately empathy time investigate resolve issue reported social medium identify inefficiency workflow suggest solution recognize trend pattern escalate issue outside company policy review reported content within agreed turnaround time standard quality top number quarter number number high accuracy display strong bias right community support leading social medium objective gather analyze utilize relevant data develop way improve overall user career service advisor number number number number assist student graduate securing employment field training build effective relationship local regional corporation non profit government organization community partner identify employment opportunity promote school qualified student graduate alumnus provides career coaching including interviewing technique search training student alumnus top number department team collaboration meeting identify area opportunity making sure graduate successful finding work field study completes telephone interview email correspondence prospective employer determine employment need put task system zoho provide graduate resource uber interview attire academic coaching etc customer relation controller number number number number dispute come credit card company airline consolidator recovered number number number number dollar monthly previous current dispute case investigated reason dispute reached client attain information dispute built dispute packet information customer reservation made webjet com prepared paper work explaining information complied fight dispute reviewed numerous amount reservation made site night make sure ticket issued customer fraudulent looked closely ip billing area code name credit card information departure destination along ticket purchased investigated heavily reservation made real reservation utilized social medium determine client city country listed reservation help solve dispute worked world span review reservation ticketed amadeus airline program received email everyday customer book site charge creating separate cue worked respond client inquiry handled escalated call client requested supervisor created arbitration letter court proven money owed u reached airline ask waiver regain money back submitting dispute credit card company escalation supervisor number number number number explained status dispute case well provide information need continue dispute process checked visa case got pre arbitration closed case sent letter fax pertaining dispute case researched case older number day wrote amount review consideration followed customer request supervisor phone call dispute coordinator number number number number assisted customer account related question number way conferencing merchant help resolve going dispute researched different situation customer category dispute program called chordiant followed customer make sure previous situation taken care one call resolution reviewed documentation need submitted build stronger case dispute set proper researched information merchant get subscription canceled customer worked supervisor go strategy help engage associate work daily attended wow call session assist determining agent performed beyond implemented tip assist lowering average handle time received award roar top number department participated focus group brain storm need improved continue assisted process improvement help change different function agent daily reviewing information already provided u simplify make customer smooth customer service representative number number number number answered constant flow customer call responded customer request product service company information consulted outside party resolve discrepancy create effective solution maintained customer happiness forward thinking strategy focused addressing customer need resolving concern provided primary customer support internal external customer fast paced environment compiled customer feedback recommended service delivery improvement management high school diploma sickle high school social medium platform complaint resolution,DIGITAL-MEDIA,ADVOCATE
business analyst technical business analyst highlight c cpp core java back end oracle g grii m sql server number ibm db computer tech uml web designing html xml operating system window x xp number number server linux red hat number suse number development tool rational rose m visio m project oracle sql developer crystal report java workflow editor eclipse application server jboss tomcat number number number ga ibm websphere app server number database tool oracle g m sql number oracle enterprise manager console sql developer power builder number number bankind application finacle ebanking application infosys ltd accomplishment waye world alliance youth empowerment completed yes course advance meditation technique hereby declare information furnished true correct best knowledge number business analyst technical business analyst sdlc jul number dec number requirement gathering requirement analysis release management product management product implementation role br analysis feasibility analysis vender management client handling product management highlight initiated new project like mobile device compatibility key resource standard product enhancement documentation interacting marketing team understand market demand worked actively cloud sfa project implement product cloud technology market research competitive product product enhancement involved pre sale activity understanding market product enhancement involved number day implementation plan documentation wsfa actively involved complete software development life cycle manage project every phase sdlc order meet business requirement exposure industry vertical banking pharmaceutical healthcare deciding time line uat deployment staging movement live deployment working application owner online banking india finacle ebanking application infosys ltd retail internet banking india version migration number number number number number number pdf statement integration session validation service request module domestic nri customer online banking international geography uk ca de hk sg fund transfer scheduled hot payment service request module implementation number service request click call service generate password otp tax certificate download integration session validation ui revamp icici bank uk responsibility handling rib uk germany canada application owner co ordinate business requirement understanding br study feasibility acceptance discus approach house development team vendor get approval cost timeline provide impact analysis preparation system test case uat testing change management vss checkout checkins release uat business testing acceptance sign co ordinate deployment team staging movement production movement documentation approach document b system testcases c release doc live deployment doc guide production support team live issue rca co ordinating related team like ubps cdci core banking troubleshooting responding ad hoc exercise production issue handling level number application owner escalation severe live issue vendor co ordination co ordinate business requirement understanding project sign training received information security web mobile application threat project implemented base information management pvt ltd software implementation engineer dec number jul number dec number jun number base e wsfa web based sale force automation solution automate make sale process effective productive capture sale person day day activity generates useful report top management sale department customized solution novartis india ltd franco indian pharmaceutical number project name customer relationship management web based j ee crm application used sale order booking tracking delivery company product includes sm based sale tracking customized solution novartis india ltd number project name workflow application web based j ee workflow application include solution company internal use like cash voucher approval capital expenditure approval process application master data based sap master transaction built data bridge database sap database synchronize data customized solution alkem lab role responsibility project communicate directly client gather detail requirement documentation ur sr designing screen layout interact development team qc team effective solution impact analysis gap analysis documentation test case review application implementation site pilot run user acceptance testing application training go live project sign work end user define execute test scenario ensure appropriate end user,BANKING,CONSULTANT
